,date,rawContent,cleaned_content
140,2022-09-26 09:51:46+00:00,"@RadioHyperDAO @EtherPOAP Biggest giveaway ever. We are off to the moon
@c0smicimmigrant @ARauenschwender 
@_TrueVoodoo",biggest giveaway ever we are off moon
141,2022-09-26 09:51:43+00:00,"The Baltic Exchange has released a report about the dry bulk market for the 38th week of shipping activities this year. The report dated 23th September highlights the dry bulk market conditions at the on-sight of the 38th week.
Capesize
The

https://t.co/biq4PJuOXP",baltic exchange has released report about dry bulk market 38th week shipping activities this year report dated 23th september highlights dry bulk market conditions at sight 38th week capesize
142,2022-09-26 09:51:42+00:00,@tikywiky_ @anaktanduk youre making me nervous 😬,youre making me nervous
143,2022-09-26 09:51:40+00:00,imagine if taylor is doing all these midnights promotions just to throw a curveball and give us the rest of the rerecordings on oct 21,imagine if taylor is doing all these midnights promotions just throw curveball give us rest rerecordings oct 21
144,2022-09-26 09:51:38+00:00,PS-1 songs. ARR is a freaking genius. Repeat mode for the next few days.,ps 1 songs arr is freaking genius repeat mode next few days
145,2022-09-26 09:51:38+00:00,"Kadang manusia bertindak sebagai perencana terbaik, bagian ini di atur, bagian itu di tata. Tapi begitu Allah berkehendak lain rasanya luluh lantah, musnah, pasrah. Lalu tersadar, Allah punya kuasa, Allah lebih kuasa, Allah paling kuasa.",kadang manusia bertindak sebagai perencana terbaik bagian ini di atur bagian itu di tata tapi begitu allah berkehendak lain rasanya luluh lantah musnah pasrah lalu tersadar allah punya kuasa allah lebih kuasa allah paling kuasa
146,2022-09-26 09:51:36+00:00,Son look at this ratio omd 😭🤣,son look at this ratio omd
147,2022-09-26 09:51:36+00:00,@THEOKINGB 😂😂😂😂😂😂😂😂😂😂😂😂😂😂,
148,2022-09-26 09:51:33+00:00,"First stop, Christmas Day. https://t.co/YHpsfDFJex",first stop christmas day
149,2022-09-26 09:51:33+00:00,@PhoxeFN R u on crack??,r u crack
150,2022-09-26 09:51:32+00:00,@AltsOracle This is too easy,this is too easy
151,2022-09-26 09:51:32+00:00,"You're the best fifty five

CARDAGULAN SA PIE WithEIAN

#EianRances | #SelaGuia 
#SuperSEian",youre best fifty five cardagulan sa pie witheian
152,2022-09-26 09:51:29+00:00,"Basecamp favoritnya kawula muda nih, guys! 🤩✨

Mau sekece mereka? Pakai Olsera!
#PuasPakaiOlsera #Olsera https://t.co/8OVvq8YIzD",basecamp favoritnya kawula muda nih guys mau sekece mereka pakai olsera
153,2022-09-26 09:51:28+00:00,yah gkuat liat hp,yah gkuat liat hp
154,2022-09-26 09:51:28+00:00,"I love it Minseok!

Feedback is my fave, such a bop!

Love letter tugs into my heart🥺🥺🥺

BRAND NEW OUT NOW

#XIUMIN_BrandNew 
#XiuminIsBrandNew 
#XIUMIN",i love it minseok feedback is my fave such bop love letter tugs into my heart brand new out now
155,2022-09-26 09:51:27+00:00,@VeritasArdentur Tuh @cemanikantil jadi ginian aja,tuh jadi ginian aja
156,2022-09-26 09:51:26+00:00,@ggBleed @TheEsportsClub1 @DeryeonVAL @FkRetla @juicyVALO @crazyguyfps @JayHVLRT 👀,
157,2022-09-26 09:51:23+00:00,"This is very good , thanks for sharing",this is very good thanks sharing
158,2022-09-26 09:51:23+00:00,Cloudy for rest of the day. For tomorrow thundery showers mainly over northern western and central Singapore in the late morning and early afternoon. Issued 5.49 pm.,cloudy rest day tomorrow thundery showers mainly over northern western central singapore late morning early afternoon issued 5 49 pm
159,2022-09-26 09:51:18+00:00,@TappiBeerNFT @AderThrone Drink beer and chill while enjoy the movie,drink beer chill while enjoy movie
160,2022-09-26 09:51:16+00:00,@TrollFootball All passes. Ok maybe not Nunez.,all passes ok maybe not nunez
161,2022-09-26 09:51:14+00:00,"Bangga banget sama Fajar Rian yang menerima dengan lapang dada kritikan tajam dari pelatih, dan memilih untuk jadiin kritikan itu alasan untuk bangkit dan lebih kuat ~",bangga banget sama fajar rian yang menerima dengan lapang dada kritikan tajam dari pelatih dan memilih untuk jadiin kritikan itu alasan untuk bangkit dan lebih kuat
162,2022-09-26 09:51:14+00:00,https://t.co/JojozO6QaE,
